Matriz inversa de la Suma:
-0.1241	-0.0945	-0.0626	0.0390	0.0259	-0.0259	0.1429	0.0977	-0.0062	0.0168		
-0.2944	-0.2034	-0.0236	-0.0132	0.0431	-0.0488	0.2624	0.2379	-0.0033	0.0271		
-0.0300	-0.0788	-0.0305	0.0264	-0.0713	0.0240	0.0871	0.0931	-0.0139	0.0066		
0.1004	0.0165	0.0209	0.0859	-0.0434	0.0335	-0.0907	-0.0247	-0.1006	0.0214		
-0.0572	-0.1320	0.0413	-0.0560	0.0531	0.0261	0.0638	0.0506	-0.0012	0.0116		
0.0366	0.0539	0.0148	0.0629	-0.0045	-0.0542	-0.0568	-0.0618	0.0262	-0.0042		
0.0958	0.1776	0.0233	-0.0224	-0.0132	0.0328	-0.1090	-0.1486	0.0450	-0.0703		
-0.0416	0.0362	0.0581	-0.2335	0.0345	0.0559	-0.0624	-0.0625	0.1626	0.0582		
0.0634	0.0270	-0.0131	0.0829	0.0233	-0.0631	0.0220	-0.0074	-0.1010	-0.0194		
0.2046	0.1834	0.0064	-0.0104	-0.0167	0.0331	-0.2337	-0.1446	0.0428	-0.0331		
