Matriz inversa de la Multiplicacióń:
0.3950	1.2969	1.0821	-0.8985	2.2832	-1.5389	-2.0293	-0.3570	-0.0973	0.5040		
0.4299	1.3127	1.1183	-0.9018	2.2972	-1.5333	-2.0730	-0.3772	-0.1220	0.4956		
0.0344	0.0691	0.0639	-0.0264	0.1034	-0.0638	-0.1205	-0.0297	-0.0170	0.0219		
-0.4059	-1.3018	-1.0754	0.9090	-2.2578	1.4895	2.0167	0.3876	0.0865	-0.4720		
-0.4967	-1.8695	-1.5083	1.2785	-3.2303	2.2267	2.8418	0.4745	0.1149	-0.7243		
0.0616	0.0854	0.0762	-0.1102	0.1810	-0.0699	-0.1793	-0.0370	0.0024	0.0510		
0.0820	0.4687	0.3559	-0.3195	0.7711	-0.5469	-0.6555	-0.1175	-0.0013	0.1582		
0.0837	0.1564	0.1413	-0.0957	0.2635	-0.1656	-0.2566	-0.0591	-0.0211	0.0309		
-0.7615	-2.5923	-2.1339	1.8062	-4.5257	3.0683	4.0192	0.6984	0.1685	-1.0131		
0.5440	2.2529	1.7863	-1.5596	3.9045	-2.7269	-3.3720	-0.5492	-0.1069	0.8959		
