Matriz inversa de la Suma:
-0.3188	0.0051	-0.2685	-0.0878	0.1311	0.4078	0.3668	-0.3073	0.1045	0.0209		
0.1901	-0.0235	0.0821	0.0752	-0.0923	-0.0970	-0.2156	0.1090	-0.0297	-0.0146		
0.3141	-0.0263	0.2864	0.1647	-0.2168	-0.4740	-0.3966	0.3428	-0.1094	0.0300		
0.0628	-0.0373	0.1386	0.0444	-0.0548	-0.1698	-0.2029	0.2261	-0.0177	-0.0214		
0.1020	0.0841	0.0249	-0.0364	-0.0277	-0.0930	-0.1050	0.0899	-0.0211	-0.0052		
-0.1654	-0.0066	-0.1325	-0.0403	0.1125	0.1940	0.2283	-0.1695	0.0999	-0.0682		
-0.1800	-0.0445	-0.2186	-0.1540	0.2062	0.2969	0.3409	-0.2659	0.0617	0.0524		
0.1162	0.0302	0.1379	0.1112	-0.1391	-0.1805	-0.1424	0.1449	-0.0911	-0.0274		
-0.2880	-0.0101	-0.2024	-0.1188	0.2493	0.3185	0.3052	-0.2479	0.0706	0.0265		
0.2193	0.0309	0.1999	0.0754	-0.1932	-0.2360	-0.2512	0.1498	-0.0607	0.0182		
