Matriz inversa de la Multiplicacióń:
0.0589	0.0420	-0.1103	0.0672	-0.0610	0.0540	-0.0717	-0.0212	-0.0073	0.0282		
-0.0544	-0.0809	0.0855	-0.0735	0.0978	-0.0644	0.1552	-0.0111	-0.0168	0.0074		
-0.0160	-0.0440	0.0202	0.0114	0.0372	-0.0309	0.0688	-0.0148	-0.0299	0.0447		
-0.0324	0.0342	0.0055	0.0185	0.0061	-0.0351	-0.0237	0.0782	-0.0106	-0.1090		
0.0485	-0.0266	0.0035	-0.0228	-0.0648	0.1205	-0.0428	-0.1430	0.0397	0.2293		
-0.0807	0.0104	0.0924	-0.0594	0.0804	-0.1516	0.0630	0.1637	0.0081	-0.2588		
0.0035	-0.0343	0.0402	-0.0153	-0.0119	0.0536	0.0318	-0.0733	-0.0117	0.1156		
-0.0066	-0.0663	0.0233	-0.0095	0.0517	-0.0119	0.1040	-0.0664	-0.0273	0.0867		
0.0968	0.1301	-0.1545	0.0916	-0.1552	0.1196	-0.2673	0.0189	0.0527	-0.0247		
-0.0600	0.0048	0.0224	-0.0079	0.0939	-0.1318	0.0836	0.1095	-0.0394	-0.1857		
