Matriz inversa de la Suma:
0.5953	0.2835	-0.5769	0.1046	-1.0423	-0.4333	-0.5550	0.9840	1.5354	-1.1973		
-0.9736	-0.4649	0.8847	-0.2180	1.7559	0.6700	0.9759	-1.5941	-2.4492	1.8631		
-1.8527	-0.7684	1.6321	-0.4780	3.1438	1.3626	1.7145	-2.9918	-4.3874	3.4765		
-0.2754	-0.1017	0.2201	0.0048	0.4882	0.1792	0.2293	-0.5121	-0.6885	0.6461		
0.3825	0.1420	-0.3113	0.0839	-0.6209	-0.1423	-0.2473	0.5062	0.6607	-0.5439		
-0.1623	-0.0771	0.2647	-0.0020	0.4079	-0.0305	0.1316	-0.3421	-0.4557	0.3682		
1.2183	0.5632	-1.2029	0.2773	-2.1290	-0.7825	-1.1755	2.0713	2.9446	-2.3949		
0.0416	-0.0080	0.0065	-0.0663	-0.1166	-0.0142	-0.0475	0.1012	0.2018	-0.0794		
0.8904	0.4428	-0.8212	0.2027	-1.7549	-0.6520	-0.8845	1.6340	2.3708	-1.8462		
-0.2509	-0.1670	0.2634	0.0069	0.5695	0.1312	0.2246	-0.5157	-0.6276	0.4783		
